38808	41672	76484	50637	43503
73212	90889	64330	78839	29682
58832	23336	96972	98869	98107
80842	83128	87815	10077	72044
45138	3081	99936	18429	28118
88573	1726	32814	29988	58350
47648	80531	55753	54786	79570
59831	95534	6817	55717	94575
51163	53008	16145	95096	60157
11780	92306	62215	57833	31964
50883	59957	90797	4563	17419
17332	71032	88072	85315	84290
19802	94403	57620	926	86842
71988	81637	96500	74107	57380
56767	42594	32167	97750	31253
75319	12123	86794	3541	30851
44796	15760	49224	61006	51011
77308	92546	10769	33585	23400
16663	65691	94929	70659	82831
10690	78603	81046	70959	1726
96178	55624	38477	4427	48275
26608	96609	92343	61212	52855
3626	50181	73178	99815	89682
51046	68497	42232	86471	51179
89291	53848	99146	54973	43261
20106	85939	76434	6723	37764
17319	46916	24081	10313	75360
26015	7209	14380	39452	23203
34499	22880	22557	92812	57288
17308	47192	23882	52200	85011
66608	55141	21649	4129	83554
47341	74525	23578	96294	34345
86771	97722	85413	81877	23062
20744	9347	67322	8504	22784
11702	54461	89795	29962	60990
55981	85633	83738	38647	86572
10523	62749	74000	91447	69413
61865	72924	22673	93733	407
66715	84038	97617	21053	54640
40648	42804	50191	16362	43089
45377	70026	76451	39337	52511
48261	13609	89613	41088	7190
43613	95437	3226	74968	58819
7299	78765	2576	70737	85739
77510	62400	39693	16460	11026
16304	63013	11937	95591	17838
76046	81805	32322	51696	15697
44857	42665	15724	44401	54800
86739	12448	33366	87570	9572
46454	48386	25549	94276	25310
77149	42462	47751	44575	37106
97866	46059	27518	60646	72355
76683	92926	34397	67043	69529
54456	59577	58814	67802	36256
32551	21262	88962	92881	8921
89977	66489	5078	73607	66502
60668	55914	95789	71526	87587
30157	89917	16040	77037	47053
42815	52146	36627	63485	37068
32062	27662	42713	41795	50373
51459	75234	39551	58256	20696
43097	60031	71960	72483	81628
79642	12573	48134	87622	43749
60908	59953	93171	84955	53964
81906	14036	28264	24616	90314
23123	35404	97184	70295	85414
97386	89755	75064	28741	10934
77723	27769	64043	19085	71340
71848	95923	26889	40699	75481
66655	39785	67388	19550	58282
59700	91397	52033	47694	93118
90504	44190	27034	93333	65284
48381	744	52574	53954	91044
67341	46976	88257	90241	8157
66500	71621	18038	38346	16949
4732	14846	76885	8915	96748
27191	58414	86367	58545	19942
65443	90942	17719	71276	67047
22890	86237	96134	43010	41470
69831	20042	12644	73469	65047
36223	20861	27924	83310	53804
6307	92702	86711	62286	1359
24256	94972	75874	37764	75798
47056	34172	25116	76224	84959
71557	9851	69655	36171	91146
2290	59637	21392	92323	98666
12449	35336	4982	71443	46974
42842	57752	72227	92671	91475
29750	36736	11350	48190	68524
93831	83814	38098	72029	72971
64336	53445	63351	41208	94669
46795	9734	8061	79703	2230
9540	97642	31481	14142	43797
90910	2389	41328	85586	80541
46855	28518	27214	65960	95805
39715	15611	81425	71426	57243
38446	73463	93340	18421	7887
44127	20492	6191	93553	84816
38133	76880	60307	22997	79179
42648	55362	91567	44868	5990
57715	54166	90932	81049	89993
38257	75950	62943	46878	40828
18660	84368	37372	39158	62322
85140	64256	35449	26956	37144
34919	55037	8615	26833	19607
29451	83547	8841	55835	50995
96225	80954	64838	75627	48250
94786	79078	41581	78235	10584
17352	67486	78899	3706	64950
88012	5796	11512	60613	78583
33469	86624	10021	59057	81764
25720	70816	53764	36694	66059
79203	60851	46230	28628	61290
51299	3449	13666	52075	14304
56281	69161	63950	40702	45921
34697	33861	56414	91225	84
22884	49161	33372	68739	91936
62166	35736	13445	49073	87209
33256	50762	50731	74527	87870
8059	6902	97349	86167	8763
23137	32548	81241	11877	27379
46562	57203	15735	32941	87633
77391	12561	58401	61794	88384
59229	29387	45424	31981	27137
29807	48307	49228	15838	49153
3240	89291	43605	1539	85434
16593	45679	36271	36141	35891
98517	45072	66569	73851	58880
36560	49108	50424	23470	83873
60545	68624	79715	98798	44695
14686	68174	78660	44224	55127
54520	82564	36579	18216	29852
37616	3389	64245	9864	55386
50084	95156	40450	45315	17440
70320	67235	86140	95557	76639
767	86871	99939	31972	41082
44011	34419	35525	29327	27802
47576	76845	79575	71536	29337
4087	34435	42570	40556	6089
50759	80564	16473	95098	72885
708	53203	46719	96948	27211
47165	66341	33698	91501	90859
82029	44023	64772	16457	97294
72766	7022	10699	5679	657
5869	24599	33154	27403	80207
61200	39735	70534	27246	76766
7967	62026	43345	28704	36233
71090	733	87183	19835	42942
73127	79359	47326	6591	44145
31130	76329	27331	65048	13470
89083	89777	20513	68072	24969
87247	51713	33239	28376	31026
47056	89862	59138	78292	21340
79617	90866	2480	94945	94817
49372	93206	10329	26898	66450
17693	29004	64575	363	21412
18346	93820	36445	87589	81569
23932	64481	32941	1101	11489
91618	33360	18596	87896	98881
3085	75765	28007	82850	48097
15442	95849	60150	54846	17841
64722	30281	50534	3337	49536
37216	85183	93670	3165	13307
63334	91401	65290	83718	13124
75906	17799	59443	32650	28417
90572	25465	50636	31165	88813
76200	26556	48196	84226	79518
97395	43993	48375	73019	54694
5412	73660	18706	60926	68336
70642	52449	52102	89904	52414
90245	45880	43167	77158	98370
65762	86897	15810	12389	95909
63476	40289	70091	88130	13926
78596	30858	12879	73950	25455
54597	26222	17992	51293	48753
47105	64175	36517	39450	9217
98171	45431	59665	54030	83328
16133	16965	47401	15978	10770
11412	70048	38197	95596	39735
18265	89075	15343	886	93841
49039	65381	76446	81955	28907
67280	56147	85010	39249	80693
42134	31413	94832	86233	93300
70263	99515	97326	92686	29378
2883	39427	36405	37380	88514
77155	58032	74998	346	32218
31217	82711	21255	74008	94771
90804	65016	79562	19691	77707
24994	50397	8511	30100	44209
20718	6312	61152	72397	77058
31970	42176	41404	86403	88919
80483	3203	47393	93597	96625
94690	51921	26459	41177	14660
44388	77416	23234	8151	32580
63718	99245	59116	62682	2261
92567	23954	56576	2168	47348
13064	38680	89399	87176	52981
26787	14187	74821	45927	69649
97283	66276	36663	16833	797
24754	84573	56535	26223	2046
63255	9997	9913	25145	81673
14389	30917	76397	92601	25325
95436	22670	34072	22156	33782
65864	34817	54443	89059	44427
10897	38340	81792	23431	4923
42146	87097	36654	66299	47937
46391	31556	76058	80496	25537
33433	29456	58750	11475	13171
25856	48901	8141	43802	71227
29029	33747	7954	79380	70686
36214	10754	51554	94184	58553
59722	9118	8180	65048	35532
44628	53351	66399	82319	75050
61639	61339	13685	29231	82442
35846	85537	41808	70515	59953
76918	59820	85100	94612	94388
18649	37333	86142	62744	95385
95031	53791	63457	63966	4470
44420	56496	80381	79433	16829
58947	97729	83586	70127	69774
68839	18681	18786	43243	31415
71422	26436	34133	39362	19443
20137	65876	71019	64242	55135
2991	14174	74887	16563	19941
17556	80933	20607	72257	80469
83614	56326	6767	93474	67100
30357	53124	81135	11132	47537
69102	28282	31224	40299	92260
95418	32746	44392	19556	86354
43062	27962	25016	10712	34466
63837	91621	37534	52734	97234
77874	78026	36654	82799	13827
40427	79341	16715	40229	33569
68067	83136	24933	29474	37824
2928	94452	86957	35452	34994
49303	72675	21312	72757	33508
27398	47374	43363	42687	25209
95054	72596	1075	58866	14324
61561	76843	95283	62712	5367
15667	83612	64021	97084	76084
48380	67137	64694	44836	30039
26664	13681	97833	46913	35775
43220	99866	79391	88174	89263
23484	54763	49085	97536	56258
90657	61919	94401	94906	50766
5392	15332	78788	15300	77360
63294	15516	66063	73087	51856
59220	39977	40045	61671	83124
31557	16951	18477	96716	59289
43971	17039	62968	76547	86890
33533	69313	88349	40723	48400
21765	62121	46261	47828	76044
46202	19234	8880	11881	64471
79169	96386	67205	66294	1200
81552	343	11366	65235	17284
81164	95593	81371	64373	59685
28444	20229	82903	46330	97705
79968	32218	60219	58083	65319
85745	88439	86515	75698	65169
55615	23934	90727	87537	31322
63627	32487	11983	54240	76942
55793	37427	33993	33003	21720
86456	97772	13176	66726	91391
62720	56369	19697	79097	75596
39018	50112	19107	38751	18444
27169	36453	91520	66334	82574
7065	43796	46269	83586	92047
95043	78211	41273	64002	47424
50010	35461	80951	59919	43173
84978	82246	42723	32608	15279
16005	98988	99339	36940	26984
12732	94120	13934	2195	134
71931	32689	98525	23053	16924
39725	43212	50393	77964	25411
26218	40118	29373	21469	16236
44599	76488	17141	35074	64211
92453	24047	89379	57845	94491
40104	83839	28821	20887	47558
76427	32051	23116	75354	2323
71005	93816	54877	20739	71519
75448	81829	4039	73002	53183
20404	18397	41571	87502	22358
93586	80963	17325	41416	39501
1793	73890	53352	87073	96969
36008	87306	64601	15066	58681
71131	7832	24602	59514	20529
96041	2348	79378	58737	19039
65598	19981	65595	92806	43413
70078	83918	10227	41304	72816
24593	96596	37580	44661	83131
53604	17954	6969	62659	13496
78143	76305	29944	10670	64504
86817	19147	43189	34184	40173
9743	24209	20313	1010	89611
43377	87463	9831	89813	43186
80790	15394	64405	51398	73615
79722	97844	26562	3254	27362
11403	46112	91273	59241	37502
23871	12641	57554	57777	36808
26896	45039	97900	87957	93236
46136	84662	95222	6748	47941
51000	25722	58154	1618	17549
65602	41814	58400	7533	62609
17476	49761	12029	15801	15072
81869	60439	48952	83170	31955
65743	60378	43825	38600	21594
53076	71500	11834	56433	30029
32114	52392	3437	16294	98371
50577	2834	70738	43467	34833
48011	44098	1357	20930	76336
12933	46840	75999	94586	14633
8357	30048	95001	30686	33641
9671	67108	14057	50534	55459
31296	37911	11892	62766	90814
76140	6879	25055	11726	90493
80672	33570	46148	360	61742
20973	76635	57627	9818	5128
12219	87437	65858	22570	93498
7076	5147	5974	51825	83423
9519	97431	39796	35595	38682
52542	4189	29298	74118	81364
54325	10426	92347	55727	56240
84910	90492	62837	17189	16477
79093	24640	99699	34484	12503
3804	45592	40586	51568	6764
6820	24271	6767	79254	87779
93301	32985	92711	90545	87970
56244	47006	5709	93685	48828
98599	16328	61390	33511	99381
67652	67274	53345	34762	28272
59581	45975	52127	36187	72943
22643	29888	47005	2583	41935
18853	23347	95501	69189	90087
79718	75818	49473	85226	78278
22784	48652	62677	7015	43711
47389	94906	82865	32893	29863
75776	12516	61859	26533	74843
40473	74369	98651	69680	92391
54613	16722	50744	24049	93909
25942	82573	59182	82338	84649
77843	11067	25863	98013	24014
57274	5689	9461	62420	329
46662	97186	98966	59321	6735
27004	51303	49317	73994	69867
5601	5473	74456	48813	86424
65172	90128	84336	80760	72255
29523	14460	33588	58461	30543
55504	81803	7687	5712	12787
38197	33136	73041	17886	54452
43464	63170	10421	86248	43248
5070	93885	33967	59633	55943
83477	26796	78236	53320	46732
80956	29325	68728	11967	67001
59488	89762	52925	30358	66465
94582	44081	99093	12156	3032
21631	76229	91434	53621	94106
98508	79540	21963	20252	23923
50970	64490	49094	34475	43501
56425	99320	20256	60214	39953
46728	53637	72961	29628	87062
54855	48033	34139	41048	37193
34060	53501	60683	24145	4024
65639	23731	71103	16818	58641
52367	40541	72868	88679	25582
12315	91224	97695	31263	68078
88311	3914	80180	57751	55798
90892	77739	84540	67071	19293
36021	3449	9973	23625	554
86558	6356	96373	78628	84334
3669	15937	96562	11768	53990
63855	87185	48949	29847	46603
33725	4803	8108	26376	86318
32758	66090	16486	55926	22342
79010	41500	7680	94580	93038
77838	74299	40080	58933	2703
19184	83238	31393	62628	60912
47524	51059	26451	3564	54290
43550	80529	5153	42704	49719
38148	52957	8044	71665	41666
76640	67864	40598	7638	65852
34784	39752	12789	20309	70002
45133	87901	59209	78419	70314
47515	11726	32389	6481	73454
76289	22943	79153	61608	84608
34200	80888	78744	55272	73328
69636	1092	36174	85838	82514
93695	869	41801	31951	44893
1487	39806	83540	13240	97437
59741	55791	78913	20946	61056
61010	66470	87222	99452	45432
58723	34657	22608	53202	96129
20185	45109	60829	23490	51964
29902	51761	52659	28804	7478
98114	83544	27532	93588	11595
2880	68142	49967	78462	76366
26398	69211	41284	73301	73523
39832	48334	37553	34440	36286
73538	95119	36842	40826	10807
7472	50550	15857	30193	20350
78923	11327	9644	70729	80546
34580	38918	23470	52496	25200
99426	16640	50237	2219	36586
90421	87877	16606	9737	46964
69228	17252	20278	95160	49701
26085	19653	16353	67629	37841
11140	58275	68918	99329	17359
30872	27962	71777	94560	72703
68200	12289	16084	82074	81368
49988	30246	3504	41306	560
44454	12183	55348	87325	61430
66456	82461	8258	65424	57679
6580	27706	74642	26769	89911
91415	33811	68609	43178	87302
70096	22065	33023	64724	14343
680	45955	3521	56996	20289
12812	47251	36004	94295	30160
46538	99666	46830	88765	14430
44560	21949	35448	22476	74858
7291	32205	52645	4034	23244
29327	37218	92631	30826	48197
92197	37378	345	27201	15995
1557	24489	39719	12502	28197
2627	11563	17054	98411	38918
71655	66064	37826	27427	95589
34237	51981	3933	51645	76728
37978	21058	47099	27914	86900
33309	62566	5074	78101	69632
71783	2098	82549	92032	9471
15372	16437	2221	90449	35526
65113	42955	58076	3970	73053
332	12647	60204	58936	90117
37811	50568	73568	66891	74652
13539	93232	85534	18085	84293
45522	53114	5668	49550	85237
54387	79437	12362	23588	9405
85094	35020	62631	72952	52586
86997	80114	20539	78959	90142
62053	46854	78129	79339	29414
69488	76780	82936	88002	7402
34170	37268	25881	67365	22544
44417	73680	15956	94010	11803
57591	28182	61157	28492	83475
38496	64458	28891	43082	69505
1301	23049	54999	35634	35217
8624	49992	84776	54343	37650
48566	31225	24645	32760	53614
38007	59278	32732	60686	49204
30621	74086	51086	55436	5282
86623	1822	69552	90190	3093
95233	74257	42220	93740	661
75909	22977	31728	63854	98192
52546	10958	91122	20107	21578
67820	29742	35846	43535	41100
36294	69924	74021	56326	58627
29042	12073	27644	58563	86160
39299	46292	70786	7174	94810
42237	72669	72121	35339	24938
65798	38773	79265	84493	77140
11397	89047	2164	23543	69271
45547	11694	98743	84316	25012
6286	6519	24093	12695	72637
9059	17993	41990	31761	44678
25536	17557	81125	56182	45733
87579	42009	55466	28581	90987
42379	30126	26716	63587	56607
47012	7406	56353	3507	28173
14687	20646	61351	82346	7991
95523	80471	41102	70926	11684
35832	58858	92279	9202	77269
28512	88877	90932	68040	35052
6295	65145	95073	25975	2895
17096	60506	22871	37260	77516
46852	63376	67009	87736	6479
62940	23348	83991	21951	44492
4337	64736	92261	88076	35832
12947	49356	14155	34821	69850
16009	86769	25177	90117	95024
65353	12656	39232	3783	2714
11162	57205	36137	43048	32990
22751	16239	51984	11540	12286
26370	27721	57122	26352	42972
4440	18922	70957	53452	84534
88602	77934	92938	95934	21339
53745	587	56874	8723	22791
78654	87156	15096	47536	76585
93303	4707	57923	78552	87703
47228	83495	52239	83775	55249
50688	38287	33082	67765	54836
41747	72830	78710	27774	57463
53635	74129	3806	21179	2312
79793	41688	77791	73471	8598
82795	837	29743	37062	85081
22525	89987	59471	14712	52511
20913	65565	61666	26656	11253
55532	31583	90696	65752	21052
91265	57485	18106	76395	96590
95993	62791	11324	76421	50094
82913	36437	39481	16061	59938
31624	88481	74239	86443	70304
40724	21662	67375	19237	64794
25656	2404	32250	70114	72293
90212	97016	55983	16831	22568
40204	40554	49745	59732	3339
57260	12551	63177	76982	42168
16437	50644	16484	67374	41223
37908	95398	57030	37663	7126
96788	80380	19014	3315	21626
59258	64150	58401	11565	35151
21560	86260	52354	8319	18225
8497	46417	79091	9434	8625
53728	19503	74861	10586	22120
79461	4716	25274	76870	60729
80042	8872	78555	33956	6982
26559	46269	37	30772	97419
53347	60675	12507	76530	96205
22943	1975	3654	14366	88833
35580	79890	67447	22623	22577
68839	16875	34895	95727	980
20665	66681	24668	30523	1460
83831	37741	28725	17652	31195
82373	3457	91769	98546	97863
41572	4277	30846	18434	63414
60668	23461	68250	49605	32838
29067	14311	9358	89192	9490
54457	19442	13170	91380	29092
81169	67156	26355	20154	36492
47685	66655	27731	91449	15512
41820	3357	65239	18803	20121
2445	82407	36270	65710	58455
44165	96850	76429	31199	43425
71892	72625	23149	12449	61242
93954	12785	60182	98270	6025
31434	38184	31068	64070	15280
3500	67482	73548	88700	80585
20316	95419	82911	14689	84563
40302	86106	63608	28263	37586
72404	52456	51162	37502	90908
20426	33501	41525	81379	69520
34050	67710	93588	5585	42770
57060	4327	97090	99887	23143
82477	73609	42139	99667	79940
26297	14314	50298	26048	10942
55362	63502	550	87070	52268
56923	98679	23145	31301	62394
5053	40990	81232	8102	31050
59901	11331	59454	99793	16105
26413	74266	79048	98342	36634
53036	43105	89558	67601	75219
51002	29954	6162	66184	65782
74526	41827	59486	34681	24555
79548	6023	54012	58104	64952
74047	60985	2472	18657	32915
5894	77552	75276	39002	14832
6144	36965	52810	18912	25293
33035	13135	56331	31824	3895
60658	51918	69673	19066	94800
78194	88545	94978	23286	77398
4590	79329	42801	41434	88562
85339	77818	7411	49054	24761
38675	55131	60670	24790	21021
83059	1410	19580	19711	14279
15651	92818	34199	13116	99391
59193	94849	75747	48150	54276
59362	87256	67791	88122	60416
26614	29617	4895	16935	64546
55948	74633	13144	47499	36830
25423	32135	71278	79150	4645
21139	33183	49665	93189	16312
32260	61987	12916	9897	48381
31525	31976	45309	3337	52581
75019	83760	50885	125	53194
41951	33721	83464	67208	36315
54479	12179	515	93437	84733
68058	83988	7141	56247	45618
88127	68210	10206	7352	4825
89669	54016	51443	57830	25078
98684	83961	23206	44749	19734
30957	96433	8958	79075	5319
25976	37786	96346	90397	80720
93313	17738	6346	57736	84962
16982	50084	35692	29367	17223
2541	54170	55530	66529	89810
10703	44584	6229	40426	1369
31419	23500	1356	63150	42234
19370	71194	61079	63626	43923
21286	560	65578	14022	39733
84492	65271	42980	12710	46525
53045	79998	564	78332	30138
83974	18583	70302	52261	38431
96519	26194	31302	34892	70041
53820	78581	59727	68136	18187
70038	74256	27661	41296	70073
3636	51080	58217	75794	64149
8496	48070	91343	99846	33586
78993	75153	84844	71396	31403
47463	3118	98586	55040	42731
373	55318	17445	27555	14818
29810	42630	59195	89184	32983
17848	21045	18939	79155	98693
90654	56798	4159	2899	40194
26955	74559	27049	65333	65404
78844	2005	66466	41449	3678
23355	88530	11203	36316	21579
38038	86835	39721	2140	54669
88379	83354	51761	3932	15445
97061	30001	74612	99230	24179
56286	86264	34031	22593	91375
22771	5268	13154	96470	40802
40228	10611	77420	11395	28435
5455	79325	34643	86135	50575
8421	19855	46165	56570	95142
53534	22433	96823	72523	57839
57897	19921	31101	83147	1194
94605	53729	57478	2786	19255
75098	18304	39610	32096	86786
44545	1390	1150	53296	62649
80787	27526	74928	37516	52863
48552	77246	99516	65871	13548
97452	38197	98710	43914	62813
40119	35337	26822	65056	12723
19412	35523	33934	83455	97766
2101	23697	32207	58251	23807
8483	6017	80502	21560	86141
86777	38525	41542	92383	81343
68481	53134	5011	88745	12073
30133	13459	59141	48261	44050
31981	77053	91481	50295	71357
93781	89846	44794	89152	13401
38190	41402	37842	50923	6810
87501	65722	95931	84822	60119
34949	37236	4078	89125	1433
24949	1193	91185	55655	65510
18910	72247	44196	84518	68891
60320	2929	15160	42046	57673
18090	61433	31812	482	15830
265	69416	46200	16788	35656
31089	53244	59819	52375	50525
96209	30311	48033	32778	33770
23183	29247	62822	26537	69024
7508	93104	87920	63224	14713
71536	8242	4369	37080	44066
86801	59325	46266	76119	79892
78772	44928	17113	88133	21402
65304	49675	21569	2194	67893
85137	53985	84875	15138	66682
82290	21798	34044	67588	99454
38355	82116	66018	73095	37564
13148	29290	2090	62819	7174
59065	7146	59853	5857	96106
47098	99722	67399	10622	97374
93682	97001	2490	85169	11981
43288	57688	36141	37652	76754
67910	42345	79853	55732	67548
44139	61931	44165	74724	47869
97759	65722	502	91885	98095
48595	37970	62610	76856	40204
55100	75238	94691	75431	22244
89013	40510	42481	26624	7471
90231	13062	81104	66465	67924
35497	40640	15284	66348	16412
11317	92146	80239	99877	3029
65614	39423	58075	17495	87446
42952	90619	64945	55732	54971
27674	52940	9051	86139	60927
55675	59006	63428	9959	10574
51470	99136	86668	99969	65595
39132	4235	91835	5732	88336
82157	98131	84041	66462	38885
78345	31872	55297	29807	1975
86407	83797	21250	53390	70764
65069	87137	51812	37565	81085
51951	36945	83522	6127	44780
49895	19466	41222	55617	51223
90016	66176	58220	28099	49802
46295	43517	43984	38462	17538
74640	41266	23398	17468	11544
69586	26920	17864	99441	39249
29805	59645	93638	98612	48802
47595	48845	87268	53219	79804
55941	67943	89249	10456	51649
60155	31977	47228	24036	17853
26347	43373	2663	17659	79559
80053	14799	84843	82088	87305
15367	61407	30115	79770	92924
49393	65387	82636	70976	6478
60166	89626	99643	20784	61656
32612	13837	57821	64006	28837
17350	57827	67596	60989	77297
68667	11118	30203	50548	39903
83161	97727	2214	21263	93658
89372	50064	3932	62127	46359
48503	90499	83895	89299	32570
36814	4636	81484	28926	41785
78391	18343	37681	57773	96039
60416	42558	5472	52369	11264
77294	95527	88272	38485	67933
10830	35433	77211	54906	69381
